ID,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,Exited
3801,Tu,789.0,Spain,Female,40.0,4,0.0,2,Yes,No,137402.27,No,2,SILVER,787,0
3802,Parkin,572.0,France,Female,36.0,8,68348.18,2,No,Yes,50400.32,No,1,SILVER,984,0
3803,T'ien,693.0,France,Female,28.0,8,0.0,2,Yes,Yes,158545.25,No,1,PLATINUM,846,0
3804,Schatz,562.0,France,Male,62.0,3,0.0,2,Yes,No,105986.01,No,2,GOLD,845,0
3805,P'an,686.0,France,Male,32.0,6,0.0,2,Yes,Yes,179093.26,No,2,DIAMOND,510,0
3806,Chamberlain,,France,Male,41.0,9,0.0,1,Yes,Yes,113267.48,No,1,SILVER,237,0
3807,Winn,714.0,France,Female,40.0,0,0.0,2,Yes,No,62762.12,No,1,SILVER,970,0
3808,Montalvo,686.0,France,Female,34.0,1,0.0,2,Yes,No,87278.48,No,2,DIAMOND,980,0
3809,Ingle,,France,Female,53.0,6,0.0,2,Yes,Yes,124218.27,No,3,GOLD,645,0
3810,MacDonald,612.0,France,Female,33.0,9,0.0,1,No,No,142797.5,Yes,3,SILVER,758,1
3811,Austin,550.0,Spain,Female,33.0,9,72788.03,1,Yes,Yes,103608.06,No,2,PLATINUM,487,0
3812,Jen,759.0,France,Female,46.0,2,0.0,1,Yes,Yes,138380.11,No,3,PLATINUM,291,0
3813,Ku,561.0,Spain,Female,,3,0.0,2,Yes,No,191387.76,No,1,DIAMOND,276,0
3814,Ch'eng,850.0,France,Female,26.0,4,62610.96,2,No,Yes,179365.1,No,3,DIAMOND,604,0
3815,Burns,618.0,Spain,Male,33.0,4,0.0,2,Yes,Yes,77550.18,No,1,SILVER,273,0
3816,Liang,739.0,France,Male,34.0,9,0.0,1,Yes,No,,No,3,PLATINUM,788,0
3817,Johnson,667.0,Spain,Male,39.0,9,0.0,2,Yes,No,68873.8,No,5,PLATINUM,535,0
3818,Frolov,626.0,Spain,Male,29.0,7,0.0,2,Yes,No,49361.84,No,5,PLATINUM,429,0
3819,Fan,754.0,Germany,Female,48.0,7,141819.02,1,Yes,No,93550.53,Yes,5,DIAMOND,671,1
3820,Field,563.0,France,Male,35.0,3,106250.72,1,No,No,39546.32,No,4,SILVER,798,0
3821,McGregor,629.0,Germany,Female,45.0,7,129818.39,3,Yes,No,9217.55,Yes,3,PLATINUM,257,1
3822,Molineux,735.0,France,Female,25.0,3,91718.8,1,No,No,28411.23,No,3,PLATINUM,906,0
3823,Weigel,509.0,France,Male,18.0,7,102983.91,1,Yes,No,171770.58,No,5,DIAMOND,434,0
3824,John,677.0,Spain,Male,40.0,7,95312.8,1,Yes,Yes,62944.75,No,1,DIAMOND,978,0
3825,Bottrill,734.0,Spain,Female,43.0,3,55853.33,2,No,Yes,94811.85,Yes,1,PLATINUM,263,1
3826,Baranova,780.0,Germany,,37.0,10,95196.26,1,Yes,No,126310.39,Yes,3,PLATINUM,834,1
3827,Sheppard,420.0,Spain,Female,55.0,4,91893.32,1,Yes,No,144870.28,Yes,3,GOLD,970,1
3828,Watson,686.0,France,Female,41.0,10,0.0,1,Yes,Yes,144272.71,Yes,5,GOLD,875,1
3829,Walker,686.0,Germany,Female,39.0,4,157731.6,2,Yes,,162820.6,No,1,GOLD,323,0
3830,Dickinson,568.0,Germany,Female,26.0,10,109819.16,2,Yes,No,154491.39,No,2,SILVER,865,0
3831,Chinomso,585.0,France,Female,28.0,6,105795.9,1,Yes,Yes,41219.09,No,2,PLATINUM,446,0
3832,Greece,743.0,Spain,Female,36.0,8,92716.96,1,Yes,Yes,33693.78,No,5,SILVER,338,0
3833,Clarke,465.0,France,Female,51.0,8,122522.32,1,No,No,181297.65,Yes,5,SILVER,828,1
3834,Bonwick,602.0,Germany,Female,43.0,2,113641.49,4,Yes,No,,Yes,2,GOLD,679,1
3835,Pokrovsky,501.0,Germany,Male,38.0,9,88977.39,2,No,Yes,133403.07,No,5,GOLD,522,0
3836,Kent,422.0,France,Female,33.0,2,0.0,2,Yes,No,102655.31,No,4,SILVER,332,0
3837,Meng,563.0,France,Female,32.0,0,148326.09,1,Yes,No,191604.27,Yes,3,GOLD,356,1
3838,Onyeorulu,541.0,Germany,Male,,7,95710.11,2,Yes,No,49063.42,No,1,PLATINUM,834,0
3839,T'ao,707.0,Spain,Female,32.0,4,132835.56,1,No,No,136877.24,No,2,SILVER,745,0
3840,Lei,669.0,Germany,Female,50.0,4,112650.89,1,No,No,166386.22,Yes,2,PLATINUM,440,1
3841,Griffiths,596.0,Spain,Female,54.0,0,78126.28,1,Yes,,153482.91,Yes,2,PLATINUM,479,1
3842,Pan,773.0,France,,25.0,1,124532.78,2,No,Yes,11723.57,No,4,GOLD,692,0
3843,Lo,693.0,France,Male,68.0,4,97705.99,1,Yes,Yes,61569.07,No,1,GOLD,949,0
3844,Aparicio,699.0,Spain,Female,50.0,0,158633.61,1,Yes,No,193785.87,No,1,SILVER,835,0
3845,Bradley,710.0,France,Male,30.0,6,0.0,2,Yes,Yes,8991.17,No,2,PLATINUM,834,0
3846,Allsop,559.0,France,Female,42.0,7,0.0,2,Yes,Yes,190040.29,No,3,DIAMOND,822,0
3847,Abbott,573.0,France,Female,33.0,0,90124.64,1,Yes,No,137476.71,No,5,DIAMOND,574,0
3848,Paterson,663.0,Germany,Male,42.0,5,90248.79,1,Yes,Yes,79169.73,No,5,DIAMOND,995,0
3849,Napolitano,574.0,Germany,Male,35.0,5,163856.76,1,Yes,Yes,,No,5,PLATINUM,679,0
3850,McDonald,589.0,France,Female,21.0,3,0.0,2,No,Yes,55601.44,No,1,SILVER,427,0
3851,Chukwuebuka,596.0,Spain,,29.0,2,0.0,2,Yes,Yes,1591.19,No,2,DIAMOND,224,0
3852,Akubundu,608.0,France,Female,30.0,8,0.0,2,Yes,No,128875.86,No,2,GOLD,657,0
3853,Wallace,493.0,France,Female,36.0,2,0.0,2,No,,99770.3,No,2,PLATINUM,229,0
3854,Tsou,474.0,France,Male,33.0,5,0.0,2,Yes,No,181945.52,Yes,1,DIAMOND,454,1
3855,Hamilton,491.0,France,Female,36.0,0,53369.13,1,Yes,Yes,103934.12,No,1,GOLD,540,0
3856,Burns,691.0,France,Male,26.0,9,136623.19,1,Yes,No,153228.0,No,3,GOLD,550,0
3857,Woods,,France,Female,,5,126397.66,1,No,No,156361.58,Yes,3,GOLD,501,1
3858,Jenks,691.0,France,Female,44.0,6,134066.1,2,Yes,,197572.41,No,4,PLATINUM,335,0
3859,Edments,705.0,Spain,Male,33.0,7,68423.89,1,Yes,Yes,64872.55,No,1,DIAMOND,660,0
3860,Edwards,612.0,France,Female,33.0,0,64900.32,2,Yes,No,102426.12,No,3,PLATINUM,955,0
3861,Yefremova,850.0,France,Female,39.0,0,104386.53,1,Yes,No,105886.77,No,1,SILVER,514,0
3862,Donaldson,672.0,France,Female,34.0,8,0.0,2,Yes,Yes,16245.25,No,5,SILVER,923,0
3863,Curtis,800.0,Spain,Female,46.0,6,0.0,2,Yes,No,171928.04,No,2,SILVER,471,0
3864,Garrett,740.0,Spain,Female,31.0,8,0.0,2,No,No,86657.48,No,1,GOLD,814,0
3865,Enyinnaya,608.0,France,Male,33.0,9,89968.69,1,Yes,No,68777.26,No,3,GOLD,614,0
3866,Mann,802.0,Spain,Male,,7,0.0,1,No,Yes,40855.79,No,3,SILVER,590,0
3867,Toscano,724.0,France,Female,32.0,6,0.0,2,Yes,,150026.79,No,4,PLATINUM,480,0
3868,Pai,466.0,Germany,Female,,5,102085.72,1,Yes,Yes,183536.24,Yes,2,GOLD,692,1
3869,Williamson,618.0,Spain,Male,32.0,5,133476.09,1,No,Yes,154843.4,No,2,SILVER,734,0
3870,Huie,690.0,France,Male,38.0,1,94456.0,2,No,Yes,55034.02,No,3,GOLD,240,0
3871,Kerr,724.0,Germany,Male,54.0,8,172192.49,1,Yes,Yes,136902.01,No,2,SILVER,565,0
3872,Watts,382.0,Spain,Male,36.0,0,0.0,1,Yes,Yes,179540.73,Yes,4,GOLD,659,1
3873,Cockrum,623.0,Germany,Male,42.0,1,149332.48,2,Yes,No,,No,4,DIAMOND,320,0
3874,Fulton,628.0,France,Male,33.0,6,0.0,2,No,No,184230.23,No,3,SILVER,529,0
3875,Ford,642.0,France,Male,26.0,1,138023.79,2,No,Yes,117060.2,No,3,GOLD,794,0
3876,H?,472.0,France,Male,29.0,8,102490.27,1,No,Yes,181224.56,No,4,SILVER,812,0
3877,Chifley,737.0,France,Female,70.0,9,87542.89,2,Yes,Yes,42576.86,No,4,DIAMOND,631,0
3878,Nnamutaezinwa,539.0,Germany,Female,38.0,8,82407.51,1,Yes,No,,No,2,SILVER,327,0
3879,Clarke,585.0,Spain,Female,56.0,1,128472.8,1,Yes,No,186476.91,Yes,2,GOLD,815,1
3880,Wan,667.0,Germany,Female,48.0,1,97133.92,2,No,No,113316.77,Yes,5,GOLD,736,1
3881,Gibbs,655.0,France,Female,50.0,10,0.0,4,Yes,No,179267.94,Yes,1,GOLD,889,1
3882,Olisaemeka,622.0,France,Male,40.0,4,99799.76,2,Yes,No,197372.13,No,1,DIAMOND,457,0
3883,Thornton,641.0,Germany,Female,40.0,2,110086.69,1,Yes,No,159773.14,No,4,DIAMOND,413,0
3884,Ko,648.0,Spain,Female,43.0,7,81153.82,1,Yes,Yes,144532.85,Yes,5,PLATINUM,890,1
3885,Prokhorova,682.0,Spain,Female,47.0,10,134032.01,1,Yes,No,144290.97,No,3,DIAMOND,725,0
3886,Evans,689.0,Spain,Female,38.0,6,121021.05,1,Yes,Yes,12182.15,No,3,SILVER,946,0
3887,Nwoye,700.0,France,Male,26.0,4,119009.57,1,Yes,No,141926.43,No,4,PLATINUM,319,0
3888,Yu,407.0,Spain,Male,,1,0.0,1,Yes,Yes,49161.12,Yes,1,GOLD,900,1
3889,Vincent,,France,Female,46.0,6,62212.29,1,No,Yes,171681.86,Yes,2,GOLD,937,1
3890,Colombo,850.0,Germany,Male,42.0,8,119839.69,1,No,Yes,51016.02,Yes,2,GOLD,303,1
3891,Pinto,576.0,France,Female,52.0,9,170228.59,2,No,No,148477.57,Yes,5,SILVER,364,1
3892,Robson,684.0,France,Male,38.0,5,105069.98,2,Yes,Yes,198355.28,No,2,PLATINUM,862,0
3893,Igwebuike,775.0,Germany,Male,36.0,2,109949.05,2,No,Yes,71682.54,No,1,GOLD,826,0
3894,Bianchi,415.0,Spain,Male,53.0,5,167259.44,1,Yes,Yes,22357.25,No,2,DIAMOND,929,0
3895,Hargreaves,621.0,Germany,Male,40.0,8,174126.75,3,Yes,No,172490.78,Yes,5,SILVER,994,1
3896,Anayolisa,625.0,France,Female,58.0,10,53772.73,1,Yes,Yes,192072.1,Yes,5,SILVER,428,1
3897,Walker,631.0,Germany,Male,37.0,9,131519.49,2,Yes,Yes,51752.18,No,1,SILVER,404,0
3898,Toscano,669.0,France,Male,30.0,7,95128.86,1,No,,19799.26,No,4,PLATINUM,463,0
3899,Atkins,680.0,Germany,Female,48.0,8,115115.38,1,Yes,No,139558.6,Yes,2,SILVER,813,1
3900,Chang,514.0,France,Male,32.0,8,0.0,2,Yes,No,95857.18,No,4,PLATINUM,423,0
3901,Snider,719.0,France,Female,37.0,9,101455.7,1,Yes,No,25803.59,Yes,3,PLATINUM,844,1
3902,Dennys,605.0,France,Female,32.0,5,0.0,2,Yes,Yes,42135.28,No,3,PLATINUM,765,0
3903,Kennedy,678.0,Germany,Female,37.0,2,113383.07,1,Yes,Yes,135123.96,No,2,DIAMOND,767,0
3904,Okechukwu,613.0,Spain,Male,19.0,5,0.0,1,Yes,Yes,176903.35,No,1,SILVER,327,0
3905,Bellucci,748.0,France,,49.0,7,29602.08,1,No,No,163550.58,Yes,4,SILVER,699,1
3906,Russell,724.0,France,Female,69.0,5,117866.92,1,Yes,Yes,62280.91,No,3,PLATINUM,876,0
3907,Boyle,580.0,Germany,Male,38.0,9,115442.19,2,Yes,No,128481.5,Yes,3,GOLD,681,1
3908,Udinesi,679.0,France,Male,45.0,3,146758.24,1,Yes,No,48466.89,No,4,PLATINUM,873,0
3909,Milne,473.0,Germany,Male,40.0,8,152576.25,2,Yes,No,73073.68,No,4,DIAMOND,310,0
3910,Iadanza,781.0,Spain,Male,33.0,3,0.0,2,Yes,Yes,42556.33,No,2,GOLD,989,0
3911,Gerasimov,666.0,France,Male,30.0,7,109805.3,1,No,Yes,163625.56,No,4,DIAMOND,957,0
3912,Mancini,712.0,France,Female,29.0,8,140170.61,1,Yes,Yes,38170.04,No,2,PLATINUM,590,0
3913,Walker,775.0,Germany,Male,33.0,3,83501.66,2,Yes,No,128841.31,No,3,DIAMOND,816,0
3914,Kuo,615.0,Germany,Female,33.0,3,137657.25,2,Yes,Yes,171657.57,No,4,PLATINUM,676,0
3915,Kazakova,687.0,France,Female,,9,125474.44,1,Yes,No,,No,1,GOLD,565,0
3916,Gerald,608.0,Germany,Male,26.0,1,106648.98,1,No,Yes,7063.6,No,5,PLATINUM,672,0
3917,Fiorentino,496.0,Germany,Female,59.0,7,91680.1,2,Yes,,163141.18,Yes,4,GOLD,609,1
3918,Nebechi,567.0,France,Male,39.0,5,0.0,2,No,No,168521.72,No,3,GOLD,709,0
3919,Brownless,581.0,Germany,Female,34.0,1,101633.04,1,Yes,No,110431.51,Yes,3,PLATINUM,469,0
3920,Revell,586.0,Spain,Female,57.0,3,0.0,2,No,Yes,6057.81,No,4,PLATINUM,839,0
3921,Chiemenam,605.0,France,Female,30.0,9,135422.31,1,No,Yes,186418.85,No,5,DIAMOND,241,0
3922,Stephenson,590.0,France,Male,32.0,5,0.0,2,Yes,No,,No,4,GOLD,676,0
3923,Abbott,850.0,France,Male,29.0,6,0.0,2,Yes,Yes,10672.54,No,1,GOLD,508,0
3924,Chiemezie,619.0,Spain,Female,38.0,10,119658.49,1,Yes,Yes,8646.58,No,2,SILVER,412,0
3925,Piazza,,France,Male,29.0,6,141389.06,1,Yes,No,54122.89,No,2,DIAMOND,635,0
3926,Butcher,681.0,France,Male,25.0,5,0.0,1,No,Yes,90860.97,No,4,DIAMOND,875,0
3927,Averyanov,714.0,Germany,Male,21.0,6,86402.52,2,No,No,27330.59,No,4,GOLD,910,0
3928,Lombardo,552.0,Germany,Male,38.0,10,132271.12,2,Yes,Yes,46562.02,No,1,PLATINUM,925,0
3929,Okwuadigbo,574.0,Spain,Male,36.0,1,0.0,2,No,Yes,71709.12,No,2,DIAMOND,980,0
3930,Murray,794.0,France,Female,41.0,7,0.0,2,Yes,Yes,74275.08,No,2,GOLD,266,0
3931,Barnett,643.0,Spain,Male,35.0,2,0.0,2,No,No,67979.35,No,1,PLATINUM,538,0
3932,Parry,580.0,France,Female,39.0,9,128362.59,1,Yes,No,86044.98,No,1,GOLD,456,0
3933,Wood,571.0,Germany,Female,66.0,9,111577.01,1,No,Yes,189271.9,No,1,PLATINUM,445,0
3934,Aitken,557.0,Germany,Male,57.0,1,120043.13,1,Yes,No,132370.75,Yes,1,GOLD,954,1
3935,Cartwright,589.0,France,Male,32.0,2,0.0,2,No,Yes,9468.64,No,2,GOLD,539,0
3936,Ozioma,850.0,France,Female,36.0,10,0.0,2,Yes,Yes,100750.03,No,4,SILVER,795,0
3937,Ch'eng,,France,Female,33.0,7,0.0,1,Yes,No,188156.34,No,1,GOLD,816,0
3938,Aksyonova,767.0,Spain,Male,37.0,7,0.0,2,Yes,Yes,24734.25,No,4,GOLD,234,0
3939,Ukaegbunam,745.0,Germany,Female,28.0,1,111071.36,1,Yes,No,73275.96,Yes,1,PLATINUM,238,1
3940,Morphett,593.0,Spain,Male,35.0,4,161637.75,1,Yes,Yes,20008.46,No,1,GOLD,391,0
3941,Onwuka,753.0,Germany,,38.0,1,117314.92,1,Yes,No,122021.33,Yes,5,DIAMOND,645,1
3942,Buttenshaw,648.0,Germany,Female,,8,157138.99,3,Yes,No,190994.48,Yes,5,PLATINUM,984,1
3943,Glover,667.0,France,Male,48.0,2,0.0,1,Yes,No,43229.2,No,4,SILVER,487,0
3944,Ma,487.0,Spain,Female,40.0,6,136093.74,1,No,,193408.43,No,2,SILVER,677,0
3945,Ershova,722.0,France,Male,40.0,6,0.0,2,Yes,,111893.09,No,2,GOLD,846,0
3946,Rizzo,626.0,France,Female,39.0,0,0.0,2,Yes,Yes,83295.09,No,2,DIAMOND,272,0
3947,McMillan,,France,Female,61.0,1,0.0,1,Yes,No,61108.56,Yes,4,SILVER,923,1
3948,Norriss,,Germany,Female,76.0,10,95052.29,1,Yes,No,176244.87,No,4,DIAMOND,517,0
3949,Evans,662.0,France,Female,37.0,6,0.0,2,Yes,No,51229.17,No,5,PLATINUM,526,0
3950,Hou,671.0,France,Female,31.0,6,0.0,2,Yes,Yes,,No,1,GOLD,508,0
3951,He,791.0,Germany,Male,35.0,5,129828.58,1,Yes,Yes,181918.26,Yes,4,DIAMOND,249,1
3952,Cattaneo,705.0,France,Female,39.0,3,92224.56,1,Yes,Yes,54517.25,No,2,GOLD,453,0
3953,Simpson,752.0,Germany,Female,37.0,5,113291.05,2,Yes,Yes,,No,1,SILVER,264,0
3954,Mollison,687.0,Germany,,41.0,10,134318.21,2,Yes,Yes,198064.52,No,4,DIAMOND,402,0
3955,Wright,491.0,France,Female,72.0,6,91285.22,1,Yes,Yes,7032.95,No,3,GOLD,277,0
3956,Gresswell,586.0,Germany,Male,46.0,8,106968.96,1,Yes,Yes,79366.98,Yes,4,PLATINUM,827,1
3957,Enriquez,627.0,Germany,Male,62.0,3,143426.34,2,Yes,Yes,143104.3,No,4,DIAMOND,875,0
3958,Bellucci,727.0,France,Male,18.0,4,133550.67,1,Yes,Yes,46941.41,No,4,PLATINUM,864,0
3959,Yermakov,716.0,France,Male,31.0,8,109578.04,2,Yes,Yes,51503.51,No,1,DIAMOND,393,0
3960,Lee,620.0,France,Male,32.0,6,0.0,2,Yes,No,56139.09,No,1,GOLD,818,0
3961,Piccio,771.0,Spain,Male,51.0,5,135506.58,3,Yes,Yes,152479.64,Yes,5,SILVER,853,1
3962,Caldwell,729.0,France,Female,62.0,4,140549.4,1,Yes,No,30990.16,Yes,3,GOLD,726,1
3963,Kibble,494.0,France,Male,69.0,9,93320.8,1,Yes,Yes,24489.44,No,2,SILVER,366,0
3964,Ch'eng,712.0,Spain,Female,44.0,2,0.0,2,No,No,45738.94,No,5,PLATINUM,334,0
3965,Catchpole,591.0,France,Female,34.0,3,96127.27,1,No,No,30972.06,No,4,DIAMOND,427,0
3966,Brewer,658.0,Germany,Male,37.0,3,168735.74,2,No,No,70370.24,No,3,PLATINUM,226,0
3967,Hayward,709.0,France,Male,49.0,4,154344.49,2,Yes,Yes,38794.57,No,2,DIAMOND,330,0
3968,Bolton,780.0,Germany,Male,71.0,9,142550.25,2,Yes,Yes,122506.78,No,1,PLATINUM,408,0
3969,Zhirov,,France,Male,39.0,4,0.0,2,Yes,No,167183.07,Yes,2,SILVER,567,1
3970,Gordon,501.0,France,Male,42.0,9,114631.23,1,No,Yes,91429.74,No,4,SILVER,450,0
3971,Alexander,633.0,Germany,Female,29.0,8,104944.1,1,Yes,Yes,97684.46,No,4,DIAMOND,769,0
3972,Franklin,593.0,France,Female,46.0,7,98752.51,1,Yes,No,145560.38,No,3,SILVER,442,0
3973,Macleod,807.0,France,Male,33.0,10,101952.97,2,Yes,No,178153.65,No,2,GOLD,634,0
3974,Williamson,571.0,France,Male,41.0,8,0.0,1,Yes,Yes,63736.17,No,4,SILVER,681,0
3975,Chimaobim,681.0,Germany,Male,49.0,8,142946.18,1,No,No,187280.51,Yes,4,DIAMOND,393,1
3976,H?,520.0,France,Female,39.0,6,145644.05,1,No,No,104118.93,No,3,PLATINUM,467,0
3977,Shaw,642.0,Germany,Male,30.0,8,134497.27,1,No,No,43250.54,No,3,GOLD,999,0
3978,Aikenhead,358.0,Spain,Female,52.0,8,143542.36,3,Yes,No,141959.11,Yes,4,SILVER,976,1
3979,Vasilyeva,590.0,Spain,Female,29.0,10,99250.08,1,Yes,Yes,129629.41,No,5,GOLD,931,0
3980,Valenzuela,427.0,France,Male,33.0,8,0.0,1,Yes,Yes,13858.95,No,4,SILVER,959,0
3981,Pinto,695.0,Germany,Male,52.0,8,103023.26,1,Yes,Yes,22485.64,No,2,GOLD,282,0
3982,Hayslett,497.0,Germany,,35.0,7,110053.62,2,Yes,Yes,92887.06,No,4,PLATINUM,748,0
3983,Ch'eng,464.0,Germany,Male,33.0,8,164284.72,2,Yes,Yes,3710.34,No,4,GOLD,406,0
3984,Toscani,756.0,France,Male,62.0,3,0.0,1,Yes,Yes,11199.04,Yes,3,SILVER,600,1
3985,Simpson,,France,Male,58.0,8,156652.13,1,No,No,25899.21,Yes,3,PLATINUM,451,1
3986,Butusov,600.0,France,Male,29.0,8,0.0,2,No,Yes,34747.43,No,4,SILVER,738,0
3987,Milani,,Spain,Female,39.0,4,0.0,1,Yes,,,Yes,3,PLATINUM,543,1
3988,Li Fonti,647.0,Germany,Female,43.0,3,122717.53,2,Yes,Yes,87000.39,No,2,PLATINUM,323,0
3989,Parkes,628.0,Germany,,33.0,8,152143.89,1,Yes,Yes,32174.03,No,5,SILVER,694,0
3990,Dellucci,655.0,Spain,,36.0,1,135515.76,1,Yes,No,86013.96,No,4,DIAMOND,779,0
3991,Goliwe,543.0,Germany,Male,37.0,8,140894.06,2,Yes,Yes,118059.19,No,1,GOLD,623,0
3992,Trevisani,490.0,France,Female,40.0,1,0.0,1,Yes,Yes,49594.19,Yes,2,DIAMOND,229,1
3993,Mello,728.0,Germany,Male,32.0,5,61825.5,1,Yes,Yes,156124.93,No,5,GOLD,433,0
3994,Dietz,567.0,Germany,Male,40.0,7,122265.24,1,Yes,No,138552.74,No,1,SILVER,433,0
3995,Anderson,581.0,France,Male,31.0,3,0.0,2,No,No,89040.61,No,3,PLATINUM,557,0
3996,Onwubiko,757.0,France,Male,28.0,3,75381.15,1,Yes,Yes,199727.72,No,5,GOLD,378,0
3997,Macleod,711.0,France,Female,21.0,0,82844.33,2,No,Yes,1408.68,No,1,SILVER,310,0
3998,Udegbulam,628.0,France,Male,31.0,0,88421.81,1,No,No,72350.47,No,2,SILVER,800,0
3999,Lawley,667.0,Germany,Female,42.0,10,64404.26,2,No,No,26022.37,No,5,DIAMOND,577,0
4000,Forbes,512.0,Germany,Male,41.0,7,122403.24,1,No,Yes,37439.9,Yes,2,DIAMOND,681,1
4001,Greenwood,585.0,Spain,Female,44.0,4,0.0,2,No,Yes,101728.46,No,4,DIAMOND,762,0
4002,Gorbunov,678.0,France,Male,,1,0.0,2,Yes,Yes,187343.4,No,3,PLATINUM,505,0
4003,Ch'iu,612.0,Germany,Male,46.0,9,161450.03,1,Yes,Yes,96961.0,Yes,2,PLATINUM,882,1
4004,Turnbull,644.0,Germany,Female,51.0,4,95560.04,1,No,No,72628.84,Yes,1,PLATINUM,672,1
4005,Tilley,640.0,Spain,Male,62.0,3,0.0,1,Yes,,101663.47,No,3,GOLD,395,0
4006,Greene,751.0,Germany,Female,51.0,7,148074.79,1,Yes,No,146411.41,Yes,5,SILVER,518,1
4007,Tomlinson,849.0,France,Male,69.0,7,71996.09,1,Yes,Yes,139065.94,No,2,GOLD,317,0
4008,Chamberlin,658.0,France,Female,29.0,8,0.0,2,No,Yes,130461.09,No,5,DIAMOND,694,0
4009,Allen,550.0,France,Female,30.0,4,0.0,2,Yes,No,89216.29,No,3,GOLD,484,0
4010,DeRose,492.0,France,Male,39.0,7,0.0,2,No,Yes,71323.23,No,5,PLATINUM,399,0
4011,Humphries,540.0,France,Female,31.0,7,0.0,1,No,,183051.6,Yes,1,GOLD,457,1
4012,McKay,733.0,Spain,Female,30.0,0,83319.28,1,No,No,57769.2,No,2,PLATINUM,627,0
4013,Chin,807.0,Germany,Female,42.0,9,105356.09,2,Yes,Yes,130489.37,No,5,SILVER,703,0
4014,Fenton,614.0,France,Female,27.0,9,106414.57,2,No,No,77500.81,No,2,SILVER,825,0
4015,Nicholls,620.0,France,Female,29.0,3,0.0,2,No,,153392.28,No,3,SILVER,475,0
4016,Onwumelu,705.0,France,Female,31.0,3,142905.51,1,Yes,Yes,58134.97,No,4,SILVER,551,0
4017,Merrett,688.0,France,Male,38.0,7,148045.68,1,Yes,No,175479.92,Yes,3,DIAMOND,309,1
4018,Maher,451.0,France,Female,31.0,7,140931.82,1,No,Yes,20388.77,No,5,PLATINUM,458,0
4019,Alexandrov,608.0,France,Male,31.0,7,79962.92,2,Yes,No,60901.72,No,4,SILVER,898,0
4020,Lucchesi,771.0,France,Female,66.0,7,143773.07,1,Yes,Yes,130827.88,No,2,DIAMOND,625,0
4021,Adams,547.0,France,Male,43.0,1,92350.36,1,No,Yes,80262.91,No,1,DIAMOND,682,0
4022,Ferri,508.0,France,Male,49.0,1,93817.41,2,Yes,Yes,132468.76,Yes,5,DIAMOND,757,1
4023,Nixon,613.0,Germany,Female,30.0,5,131563.88,2,Yes,No,170638.98,No,2,GOLD,583,0
4024,Mazzanti,718.0,France,Male,,2,0.0,2,No,No,26229.24,No,1,PLATINUM,538,0
4025,Weaver,555.0,Spain,Male,21.0,1,0.0,2,No,No,103901.35,No,1,DIAMOND,599,0
4026,Alexeieva,699.0,France,Male,30.0,9,0.0,1,Yes,Yes,108162.13,No,4,DIAMOND,239,0
4027,Mackay,850.0,Germany,Male,30.0,5,123210.56,2,Yes,Yes,102180.27,No,4,DIAMOND,749,0
4028,Lu,663.0,Spain,Male,30.0,4,0.0,3,Yes,No,101371.05,No,1,DIAMOND,604,0
4029,Ginikanwa,470.0,Spain,Female,31.0,2,101675.22,2,Yes,No,45033.75,No,1,SILVER,788,0
4030,Bennetts,733.0,France,Male,39.0,1,0.0,2,Yes,Yes,,No,5,SILVER,367,0
4031,Nnaife,599.0,Germany,Male,45.0,10,103583.05,1,Yes,No,132127.69,Yes,2,SILVER,376,1
4032,Odinakachukwu,533.0,France,Male,36.0,7,85311.7,1,No,Yes,156731.91,No,5,SILVER,628,0
4033,Nwankwo,681.0,France,Female,18.0,1,98894.39,1,Yes,Yes,9596.4,No,1,GOLD,553,0
4034,Yashina,701.0,France,Male,51.0,9,0.0,2,No,No,61961.57,No,2,DIAMOND,577,0
4035,Anderson,671.0,Spain,Male,58.0,1,178713.98,1,Yes,Yes,21768.21,No,4,SILVER,953,0
4036,McIver,746.0,France,Male,36.0,7,142400.77,1,Yes,Yes,193438.69,No,4,DIAMOND,452,0
4037,Stephenson,634.0,Spain,Male,36.0,2,85996.19,1,Yes,No,15887.68,No,4,SILVER,552,0
4038,Goloubev,526.0,France,Female,36.0,0,0.0,2,Yes,No,97767.63,No,2,PLATINUM,606,0
4039,Davis,741.0,France,Female,64.0,2,69311.16,1,Yes,Yes,59237.72,No,1,GOLD,384,0
4040,Palerma,,Spain,Female,71.0,10,0.0,2,Yes,Yes,129984.2,No,1,GOLD,750,0
4041,Hill,580.0,France,Female,23.0,5,113923.81,2,No,No,196241.43,No,4,PLATINUM,590,0
4042,Gardner,583.0,France,Male,38.0,8,0.0,1,Yes,No,47848.56,No,1,PLATINUM,414,0
4043,Niu,808.0,Spain,Female,67.0,10,124577.15,1,No,Yes,169894.4,No,5,GOLD,259,0
4044,Boag,,Spain,Male,,1,0.0,2,Yes,No,61995.57,No,5,SILVER,522,0
4045,Fanucci,660.0,Germany,Male,35.0,8,58641.43,1,No,Yes,198674.08,No,5,PLATINUM,815,0
4046,Simpson,586.0,France,Female,60.0,3,47020.65,2,No,Yes,63241.21,Yes,3,PLATINUM,850,1
4047,Scott,635.0,Spain,Female,35.0,7,0.0,2,Yes,Yes,65951.65,No,2,GOLD,318,0
